Disclaimer: Although Stormwater Services makes every effort to ensure data quality in the monitoring program, errors do arise and may not be identified at the time the data was uploaded to this database.  The City of Durham does not assume any liability associated with the use of these data and is not obligated to notify parties of modifications or changes to the database.

Query Results: 
Name:EL10.7EC-EL1.9EC-EL5.0EC-EL5.5GC-EL5.6EC-EL7.1EC-EL7.1SEC-EL7.6SECT-EL7.9EC-EL8.1GC-EL8.2EC-EL8.5SEC-EL8.6SECUT-EL9.9EC-EL-Englewood-EL-Knox 
Medium:Water
Parameters: all 
Project: Ambient
Time Period:2016-05-02 ~ 2022-05-02
Data was downloaded on May 23 2022 11:41 am
The data contains the QA code. 
For Help with QA code, please check http://www.durhamwaterquality.org/QAcode.php

Station Name,Filtered,Parameter,Date/Time,Value,QA Code,Unit,QAQC Sample,Comments,Rain in Last 24 Hours,Sky Condition,Flow Severity,Comp  Code,Thalweg,Lab,Project
"EL1.9EC","","Total Suspended Solids","2019-06-05 09:10:00","2.6","","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2019-07-09 09:00:00","7.3","","mg/L",""," ","Yes","Overcast","3","G","No","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2019-08-06 09:00:00","19.2","","mg/L",""," ","Yes","Overcast","3","G","No","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2019-09-03 09:30:00","2.5","U","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2019-10-01 09:30:00","2.5","U","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2019-11-05 09:15:00","2.5","U","mg/L","","Duplicate Site Duplicate","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2019-11-05 09:15:00","2.5","U","mg/L","","Duplicate Site Duplicate","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2019-12-03 09:05:00","4.5","","mg/L","","Organic foam on water surfaace","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2020-01-07 09:15:00","6.4","","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2020-02-04 09:15:00","4.3","","mg/L",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2020-03-03 09:20:00","5","U","mg/L","","Duplicate","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2020-03-03 09:20:00","3.7","","mg/L","","Duplicate","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2020-05-12 08:15:00","2.5","U","mg/L","","Due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in May 2020","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2020-06-09 08:45:00","2.5","U","mg/L",""," ","","","","","","","Ambient",
"EL1.9EC","","Total Suspended Solids","2020-07-07 08:50:00","3.2","","mg/L",""," ","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2020-08-04 08:50:00","202","","mg/L","","Heavy rains overnight from hurricane.","Yes","Partly Cloudy","4","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2020-09-01 09:15:00","61.3","","mg/L",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2020-10-06 09:15:00","2.5","U","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2020-11-03 08:55:00","4.2","","mg/L","","Duplicate Site Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2020-11-03 08:55:00","5.1","","mg/L","","Duplicate Site Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2020-12-01 08:40:00","17.6","","mg/L",""," ","Yes","Sunny","3","G","No","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2021-01-05 09:20:00","7.6","","mg/L",""," ","No","Overcast","3","G","No","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2021-02-02 09:40:00","12.8","","mg/L",""," ","Yes","Partly Cloudy","3","G","No","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2021-03-02 09:15:00","8.2","","mg/L","","Channel seems to be backed up, possibly due to high stage at Falls Lake","No","Partly Cloudy","3","G","No","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2021-04-06 09:10:00","2.7","","mg/L","","Duplicate Site Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2021-04-06 09:10:00","2.8","","mg/L","","Duplicate Site Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2021-05-04 09:00:00","8.5","","mg/L",""," ","Yes","Sunny","3","G","No","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2021-06-01 08:55:00","7.3","","mg/L",""," ","No","Sunny","3","G","No","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2021-07-06 09:00:00","14.1","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2021-08-03 08:55:00","2.5","U","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2021-09-07 09:05:00","2.5","U","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2021-10-12 09:45:00","3.7","","mg/L",""," ","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2021-11-02 09:05:00","2.5","U","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2021-12-07 09:25:00","2.5","U","mg/L","","Duplicate Site Duplicate","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2021-12-07 09:25:00","2.5","U","mg/L","","Duplicate Site Duplicate","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2022-01-04 09:00:00","40.7","","mg/L","","Winter storm over the weekend","No","Sunny","4","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2022-02-01 09:15:00","2.5","U","mg/L","","Winter storm over the weekend","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2022-03-01 09:15:00","2.8","","mg/L","","Duplicate Site Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Total Suspended Solids","2022-03-01 09:15:00","2.5","U","mg/L","","Duplicate Site Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2017-01-19 10:05:00","6.2","","mg/L","","Staff Gage: 4.06","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2017-02-14 09:55:00","4.3","","mg/L","","Staff Gage: 4.80'","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2017-03-14 09:45:00","27.8","","mg/L",""," ","Yes","Overcast","4","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2017-04-11 09:15:00","5.1","","mg/L","","Duplicate Site, Staff Gage: 3.98' Duplicate","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2017-04-11 09:15:00","4.6","","mg/L","","Duplicate Site, Staff Gage: 3.98' Duplicate","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2017-05-16 09:05:00","12.4","","mg/L","","Staff Gage: 4.40'","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2017-06-13 08:20:00","3.6","","mg/L","","Staff Gage: 3.86'","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2017-07-11 09:25:00","5","U","mg/L","","Staff Gage: 3.96'","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2017-08-15 09:20:00","13.3","","mg/L","","Staff Gage: 3.90'","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2017-09-12 09:40:00","8.6","","mg/L","","Staff Gage: 3.89'","Yes","Overcast","1","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2017-10-10 09:40:00","2.5","U","mg/L","","Staff Gage: 3.81'","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2017-11-07 09:45:00","2.5","U","mg/L","","Staff Gage: 3.88'","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2017-12-05 09:55:00","3.2","","mg/L","","Staff Gage: 3.93'","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2019-01-08 10:10:00","5.6","","mg/L",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2019-02-05 09:35:00","4.2","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2019-03-05 10:05:00","16","","mg/L",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2019-04-02 09:55:00","4.4","","mg/L","","Duplicate Site; light drizzle, lots of algae growth Duplicate","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2019-04-02 09:55:00","4.4","","mg/L","","Duplicate Site; light drizzle, lots of algae growth Duplicate","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2019-05-07 09:20:00","11.3","","mg/L",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2019-06-05 09:30:00","5","U","mg/L",""," ","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2019-07-09 09:25:00","11.4","","mg/L",""," ","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2019-08-06 09:15:00","21.9","","mg/L",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2019-09-03 09:50:00","7.1","","mg/L","","Murky water","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2019-10-01 09:50:00","2.6","","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2019-11-05 09:35:00","4.1","","mg/L",""," ","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2019-12-03 09:50:00","25.4","","mg/L","","Duplicate Site Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2019-12-03 09:50:00","26.5","","mg/L","","Duplicate Site Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2021-01-05 08:55:00","15.4","","mg/L",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2021-02-02 09:20:00","18.8","","mg/L",""," ","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2021-03-02 08:55:00","20.6","","mg/L","","Duplicate Site Duplicate","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2021-03-02 08:55:00","19.4","","mg/L","","Duplicate Site Duplicate","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2021-04-06 08:40:00","5.3","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2021-05-04 08:40:00","19.4","","mg/L",""," ","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2021-06-01 08:35:00","10.2","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2021-07-06 08:40:00","18.4","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2021-08-03 08:40:00","5.2","","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2021-09-07 08:45:00","2.5","U","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2021-10-12 09:25:00","7.8","","mg/L",""," ","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2021-11-02 08:40:00","8.2","","mg/L","","Duplicate Site Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2021-11-02 08:40:00","8.8","","mg/L","","Duplicate Site Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Total Suspended Solids","2021-12-07 08:40:00","2.5","U","mg/L","","unidentified odor, dark colored water with black flocculant","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Total Suspended Solids","2017-01-19 09:50:00","4.6","","mg/L",""," ","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Total Suspended Solids","2017-02-14 09:35:00","4","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Total Suspended Solids","2017-03-14 09:30:00","13.8","","mg/L","","Duplicate Site Duplicate","Yes","Overcast","4","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Total Suspended Solids","2017-03-14 09:30:00","17","","mg/L","","Duplicate Site Duplicate","Yes","Overcast","4","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Total Suspended Solids","2017-04-11 08:55:00","3.4","","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Total Suspended Solids","2017-05-16 08:45:00","4.1","","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Total Suspended Solids","2017-06-13 08:10:00","2.9","","mg/L",""," ","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Total Suspended Solids","2017-07-11 09:05:00","3.1","","mg/L",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Total Suspended Solids","2017-08-15 08:55:00","4.9","","mg/L",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Total Suspended Solids","2017-09-12 09:23:00","2.5","U","mg/L",""," ","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Total Suspended Solids","2017-10-10 09:20:00","5.6","","mg/L","","high flow","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Total Suspended Solids","2017-11-07 09:30:00","9.2","","mg/L",""," ","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Total Suspended Solids","2017-12-05 09:35:00","5.4","","mg/L","","Duplicate Site Duplicate","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Total Suspended Solids","2017-12-05 09:35:00","5.8","","mg/L","","Duplicate Site Duplicate","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Total Suspended Solids","2019-01-08 10:30:00","4.8","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Total Suspended Solids","2019-02-05 09:55:00","5.4","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Total Suspended Solids","2019-03-05 10:34:00","10.6","","mg/L",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Total Suspended Solids","2019-04-02 10:15:00","2.5","","mg/L","","Raining","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Total Suspended Solids","2019-05-07 09:45:00","8.2","","mg/L","","Duplicate Site Duplicate","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Total Suspended Solids","2019-05-07 09:45:00","5.6","","mg/L","","Duplicate Site Duplicate","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Total Suspended Solids","2019-06-05 09:45:00","5","U","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Total Suspended Solids","2019-07-09 09:35:00","7.7","","mg/L",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Total Suspended Solids","2019-08-06 09:30:00","26.2","","mg/L",""," ","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Total Suspended Solids","2019-09-03 10:00:00","4.3","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Total Suspended Solids","2019-10-01 10:05:00","3","","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Total Suspended Solids","2019-11-05 09:50:00","3","","mg/L","","Large blockage upstream of culvert","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL5.6EC","","Total Suspended Solids","2019-12-03 10:05:00","11.4","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2017-01-19 11:20:00","3.2","","mg/L",""," ","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2017-02-14 11:10:00","5.2","","mg/L","","Lots of filamentous algae","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2017-03-14 11:00:00","11.8","","mg/L",""," ","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2017-04-11 08:05:00","9.7","","mg/L",""," ","","","","","","","Ambient",
"EL7.1EC","","Total Suspended Solids","2017-05-16 10:30:00","2.5","U","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2017-06-13 10:25:00","3.1","","mg/L",""," ","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2017-07-11 10:50:00","2.5","U","mg/L","","Duplicate Site Duplicate","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2017-07-11 10:50:00","2.5","U","mg/L","","Duplicate Site Duplicate","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2017-08-15 10:40:00","5.4","","mg/L",""," ","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2017-09-12 10:50:00","3","","mg/L",""," ","Yes","Overcast","1","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2017-10-10 10:55:00","3.4","","mg/L",""," ","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2017-11-07 11:00:00","2.5","U","mg/L",""," ","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2017-12-05 11:10:00","9.2","","mg/L",""," ","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2018-01-02 09:10:00","21","","mg/L","","Duplicate Site; Layer of Ice Duplicate","No","Sunny","1","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2018-01-02 09:10:00","4.3","","mg/L","","Duplicate Site; Layer of Ice Duplicate","No","Sunny","1","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2018-02-06 09:10:00","7.9","","mg/L",""," ","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2018-03-06 08:50:00","3","","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2018-04-03 08:35:00","2.5","U","mg/L","","Lots of green filamentous algae present","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2018-05-01 08:25:00","2.5","U","mg/L","","Lots of green filamentous algae present","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2018-06-05 08:50:00","7.8","","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2018-07-10 08:25:00","3.9","","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2018-08-07 09:00:00","2.5","U","mg/L","","Duplicate Site Duplicate","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2018-08-07 09:00:00","2.6","","mg/L","","Duplicate Site Duplicate","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2018-09-04 09:00:00","5","U","mg/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2018-10-02 08:55:00","18.5","","mg/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2018-11-06 08:30:00","2.5","U","mg/L",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2018-12-04 09:30:00","2.5","U","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2019-01-08 11:00:00","2.5","U","mg/L",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2019-02-05 10:15:00","2.5","U","mg/L",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2019-03-05 11:00:00","7.2","","mg/L",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2019-04-02 10:40:00","2.9","","mg/L","","Raining; lots of algae matts present","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2019-05-07 10:15:00","3.9","","mg/L",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2019-06-05 10:15:00","5","U","mg/L","","Duplicate Site Duplicate","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2019-06-05 10:15:00","5","U","mg/L","","Duplicate Site Duplicate","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2019-07-09 09:55:00","4.3","","mg/L",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2019-08-06 09:55:00","17.2","","mg/L",""," ","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2019-09-03 10:20:00","9.7","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2019-10-01 10:25:00","2.5","U","mg/L","","low flow and large amount of brown fluffy algae","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2019-11-05 10:10:00","2.5","U","mg/L",""," ","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2019-12-03 10:30:00","4.4","","mg/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL7.1EC","","Total Suspended Solids","2020-01-07 08:55:00","11.3","","mg/L",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
